ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Dehumidifier Type,Alternate Configuration Type,Dehumidifier Efficiency (Integrated Energy Factor - L/kWh),Dehumidifier Water Removal Capacity (pints/day),Whole-home Dehumidifier Case Volume (cu. ft.),Annual Energy Consumption (kWh/year),Refrigerant Type,Refrigerant with GWP,Refrigerant Charge (ounces),Connected Capable,Connects Using,Connected Features,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2473560,"Changsha Fengmaoying Technology Co., Ltd.",VEAGASO,VG360,VG360,,850010663210,Portable Dehumidifier,,1.7,24.93,,,,,,,,,03/10/2023 12:00:00 AM,05/09/2023 12:00:00 AM,United States,ES_1149113_VG360_05042023101400_2846643,No
3531115,"Changsha Fengmaoying Technology Co., Ltd.",VEAGASO,VG370,VG370,,763312080763,Portable Dehumidifier,,1.89,24.32,,,,,,,,,05/08/2024 12:00:00 AM,05/28/2024 12:00:00 AM,"United States, Canada",ES_1149113_VG370_05282024154735_1059554,Yes
3531263,"CHANGSHA YONGYAO TECHNOLOGY CO., LTD.",PLUSCENT,LT260,LT260,,751757618870;751757618887;751757618894;751757618900;751757618917;751757618924;751757618931;751757618948;751757618955;751757618962;751757618979;751757618986;751757618993;751757619006;751757619013;763559829101;763559829118;764544625357;764544625364;764544625425;764544625470;764923458613,Portable Dehumidifier,,1.79,15.68,,,,,,,,,06/04/2024 12:00:00 AM,06/04/2024 12:00:00 AM,"United States, Canada",ES_1150784_LT260_06042024151224_5983502,No
3531266,"CHANGSHA YONGYAO TECHNOLOGY CO., LTD.",PLUSCENT,LT260-B,LT260-B,,751757619174;751757619181;751757619198;751757619204;751757619211;751757619228;751757619235;751757619242;751757619259;751757619266,Portable Dehumidifier,,1.79,15.68,,,,,,,,,06/04/2024 12:00:00 AM,06/04/2024 12:00:00 AM,"United States, Canada",ES_1150784_LT260-B_06042024151654_5852861,No
3531264,"CHANGSHA YONGYAO TECHNOLOGY CO., LTD.",PLUSCENT,LT260-H,LT260-H,,751757619020;751757619037;751757619044;751757619051;751757619068,Portable Dehumidifier,,1.79,15.68,,,,,,,,,06/04/2024 12:00:00 AM,06/04/2024 12:00:00 AM,"United States, Canada",ES_1150784_LT260-H_06042024151633_5059081,No
3531265,"CHANGSHA YONGYAO TECHNOLOGY CO., LTD.",PLUSCENT,LT260-W,LT260-W,,751757619075;751757619082;751757619099;751757619105;751757619112;751757619129;751757619136;751757619143;751757619150;751757619167,Portable Dehumidifier,,1.79,15.68,,,,,,,,,06/04/2024 12:00:00 AM,06/04/2024 12:00:00 AM,"United States, Canada",ES_1150784_LT260-W_06042024151643_2175092,No
4021638,Chuangxiang Huiju（Shenzhen）Technology Co.，Ltd,Wellsle,YDL12P,YDL12P,,850062409347,Portable Dehumidifier,,1.85,12,,413,,,2.1,No,,,04/20/2025 12:00:00 AM,05/14/2025 12:00:00 AM,United States,ES_1151082_YDL12P_05082025092106_2004205,Yes
4021635,Chuangxiang Huiju（Shenzhen）Technology Co.，Ltd,Wellsle,YDL24P,YDL24P,,850062409323,Portable Dehumidifier,,2.01,25,,791,,,3.9,No,,,04/20/2025 12:00:00 AM,05/14/2025 12:00:00 AM,United States,ES_1151082_YDL24P_05082025093034_8913080,Yes
3626794,"CHUANGXIANGZHIJIA（SHENZHEN）TECHNOLOGY CO., LTD.",Hogarlabs,PD08G-20,PD08G-20,,743645318597,Portable Dehumidifier,,1.8,16.01,,,,,,,,,08/29/2024 12:00:00 AM,08/29/2024 12:00:00 AM,"United States, Canada",ES_1148419_PD08G-20_08292024145152_7197628,No
3626795,"CHUANGXIANGZHIJIA（SHENZHEN）TECHNOLOGY CO., LTD.",Hogarlabs,PD08GS-12L,PD08GS-12L,",PD08G2-12,PD08G2-12",743645318597,Portable Dehumidifier,,1.66,9.95,,,,,,,,,08/29/2024 12:00:00 AM,08/29/2024 12:00:00 AM,"United States, Canada",ES_1148419_PD08GS-12L_08292024145259_1000182,No
2408211,"CHUANGXIANGZHIJIA（SHENZHEN）TECHNOLOGY CO., LTD.",Hogarlabs,PD11C,PD11C,,682601917675,Portable Dehumidifier,,1.6,15.52,,,,,,,,,02/20/2023 12:00:00 AM,02/16/2023 12:00:00 AM,United States,ES_1148419_PD11C_02152023100038_1976282,No
2396755,Curtis International Ltd.,RCA,Dehumidifiers,RDH235-6COM,,058465822347,Portable Dehumidifier,,1.57,23.52,,,,,,,,,05/17/2022 12:00:00 AM,05/23/2022 12:00:00 AM,"United States, Canada",ES_1120898_RDH235-6COM_052320220511944_1540534,No
2396757,Curtis International Ltd.,RCA,Dehumidifiers,RDH335-6COM,,058465822330,Portable Dehumidifier,,1.8,32.43,,,,,,,,,05/17/2022 12:00:00 AM,05/23/2022 12:00:00 AM,"United States, Canada",ES_1120898_RDH335-6COM_052320220511621_9257361,No
2396754,Curtis International Ltd.,RCA,Dehumidifiers,RDH535-6COM,,058465822354,Portable Dehumidifier,,1.8,49.81,,,,,,,,,05/17/2022 12:00:00 AM,05/23/2022 12:00:00 AM,"United States, Canada",ES_1120898_RDH535-6COM_052320220512312_9232153,No
2396756,Curtis International Ltd.,RCA,Dehumidifiers,RDHP550-6COM,,058465822361,Portable Dehumidifier,,1.8,49.81,,,,,,,,,05/17/2022 12:00:00 AM,05/23/2022 12:00:00 AM,"United States, Canada",ES_1120898_RDHP550-6COM_05232022051258_7610487,No
2348432,Danby Products Inc.,Danby,Dehumidifiers,DDR020BI*,,67638021029,Portable Dehumidifier,,1.57,22.08,,,,,,,,,10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,"United States, Canada",ES_31682_DDR020BI*_10152019082304_7784243,No
2348433,Danby Products Inc.,Danby,Dehumidifiers,DDR020BJ*,,67638021036,Portable Dehumidifier,,1.57,22.06,,,,,,,,,10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,"United States, Canada",ES_31682_DDR020BJ*_10152019082955_8195464,No
3423359,Danby Products Inc.,Danby,Dehumidifiers,DDR020BJ2WDB,,067638032698,Portable Dehumidifier,,1.7,22.31,,,,,,,,,03/25/2024 12:00:00 AM,03/26/2024 12:00:00 AM,"United States, Canada",ES_31682_DDR020BJ2WDB_032620240832230_6416361,No
2368869,Danby Products Inc.,Danby,Dehumidifiers,DDR020BJWDB-ME,,67638026338,Portable Dehumidifier,,1.7,22.04,,,,,,,,,10/14/2020 12:00:00 AM,10/29/2020 12:00:00 AM,"United States, Canada",ES_31682_DDR020BJWDB-ME_10292020060543_1543858,No
3423356,Danby Products Inc.,Danby,Dehumidifiers,DDR022BSWDB,,067638033510,Portable Dehumidifier,,1.7,22.27,,,,,,,,,03/25/2024 12:00:00 AM,03/26/2024 12:00:00 AM,"United States, Canada",ES_31682_DDR022BSWDB_032620240832911_3389884,No
2348434,Danby Products Inc.,Danby,Dehumidifiers,DDR030BJ*,,67638021050,Portable Dehumidifier,,1.8,30.1,,,,,,,,,10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,"United States, Canada",ES_31682_DDR030BJ*_10152019083214_8334276,No
2368870,Danby Products Inc.,Danby,Dehumidifiers,DDR030BJWDB-ME,,67638026352,Portable Dehumidifier,,1.9,30.04,,,,,,,,,10/14/2020 12:00:00 AM,10/29/2020 12:00:00 AM,"United States, Canada",ES_31682_DDR030BJWDB-ME_10292020061304_1984970,No
2348435,Danby Products Inc.,Danby,Dehumidifiers,DDR030BL*,,67638021043,Portable Dehumidifier,,1.8,30.1,,,,,,,,,10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,"United States, Canada",ES_31682_DDR030BL*_10152019083158_8318589,No
3891913,Danby Products Inc.,Danby,Dehumidifiers,DDR030BL2WDB,,067638034913,Portable Dehumidifier,,1.9,30.1,,,,,,,,,12/26/2024 12:00:00 AM,12/26/2024 12:00:00 AM,"United States, Canada",ES_31682_DDR030BL2WDB_12262024033251_5278522,No
2368871,Danby Products Inc.,Danby,Dehumidifiers,DDR030BLWDB-ME,,67638026345,Portable Dehumidifier,,1.9,30.04,,,,,,,,,10/14/2020 12:00:00 AM,10/29/2020 12:00:00 AM,"United States, Canada",ES_31682_DDR030BLWDB-ME_10292020061320_2000661,No
2346516,Danby Products Inc.,Danby,Dehumidifier,DDR030EBWDB,,67638020985,Portable Dehumidifier,,1.8,32.15,,,,,,,,,09/12/2019 12:00:00 AM,09/12/2019 12:00:00 AM,"United States, Canada",ES_31682_DDR030EBWDB_09122019090922_9362327,No
2340006,Danby Products Inc.,Danby,Dehumidifiers,DDR040BFC*,,67638020534,Portable Dehumidifier,,1.8,40.15,,,,,,,,,06/17/2019 12:00:00 AM,06/18/2019 12:00:00 AM,"United States, Canada",ES_31682_DDR040BFC*_06182019084522_7522843,No
2368872,Danby Products Inc.,Danby,Dehumidifiers,DDR040BFCWDB-ME,,67638026376,Portable Dehumidifier,,1.9,40.24,,,,,,,,,10/14/2020 12:00:00 AM,10/29/2020 12:00:00 AM,"United States, Canada",ES_31682_DDR040BFCWDB-ME_10292020062458_2698754,No
2348436,Danby Products Inc.,Danby,Dehumidifiers,DDR040BJ*,,67638021067,Portable Dehumidifier,,1.8,40.15,,,,,,,,,10/14/2019 12:00:00 AM,10/15/2019 12:00:00 AM,"United States, Canada",ES_31682_DDR040BJ*_10152019083545_8545775,No
3423360,Danby Products Inc.,Danby,Dehumidifiers,DDR040BJ2WDB,,067638033190,Portable Dehumidifier,,1.9,40.1,,,,,,,,,03/25/2024 12:00:00 AM,03/26/2024 12:00:00 AM,"United States, Canada",ES_31682_DDR040BJ2WDB_032620240833604_1244971,No
2542895,AERIC LLC,AERIC,Dehumidifiers,AERD351P,,840206120221,Portable Dehumidifier,,1.9,37.16,,,,,,,,,06/15/2023 12:00:00 AM,06/27/2023 12:00:00 AM,"United States, Canada",ES_1149285_AERD351P_062720230646345_5958326,No
2542896,AERIC LLC,AERIC,Dehumidifiers,AERD501P,,840206120238,Portable Dehumidifier,,1.9,49.91,,,,,,,,,06/15/2023 12:00:00 AM,06/27/2023 12:00:00 AM,"United States, Canada",ES_1149285_AERD501P_062720230646296_9229025,No
4005876,AERIC LLC,AERIC,Dehumidifiers,AERD501P,,840206120238,Portable Dehumidifier,,2.1,49.32,,502,HFC-32,HFC-32 (GWP:675 | Lower GWP),6.4,No,,,03/15/2025 12:00:00 AM,03/27/2025 12:00:00 AM,"United States, Canada",ES_1149285_AERD501P_062720230646296_9229025,No
4005873,AERIC LLC,AERIC,Dehumidifiers,AERD501PF,,840206120245,Portable Dehumidifier,,2.1,49.32,,502,HFC-32,HFC-32 (GWP:675 | Lower GWP),6.4,No,,,03/15/2025 12:00:00 AM,03/27/2025 12:00:00 AM,"United States, Canada",ES_1149285_AERD501PF_032720250604969_5320826,No
3417981,Alexson Innovation Inc,Cobectal;BOGDA,CT531022,CT531022,",B20240004,",671891180029;741365631606,Portable Dehumidifier,,1.7,22,,,,,,,,,03/11/2024 12:00:00 AM,03/15/2024 12:00:00 AM,United States,ES_1150339_CT531022_03112024135807_1812097,No
3417982,Alexson Innovation Inc,Cobectal;BOGDA,CT532035,CT532035,",B20240005,",671891180036;741365631613,Portable Dehumidifier,,1.9,35,,,,,,,,,03/11/2024 12:00:00 AM,03/15/2024 12:00:00 AM,United States,ES_1150339_CT532035_03132024095000_2976800,No
3425479,Alexson Innovation Inc,Cobectal;BOGDA,CT532050,CT532050,",B20240006,",671891180043;741365631620,Portable Dehumidifier,,1.9,50,,,,,,,,,03/21/2024 12:00:00 AM,04/03/2024 12:00:00 AM,United States,ES_1150339_CT532050_03272024145424_9207574,No
2371906,Almo Corporation,Amana,AMAD351BW,AMAD351BW,,,Portable Dehumidifier,,1.8,35,,,,,,,,,11/25/2020 12:00:00 AM,01/13/2021 12:00:00 AM,United States,ES_1055302_AMAD351BW_011020210250643_6800100,No
2350548,Almo Corporation,Amana,AMAD481BW,AMAD481BW,,,Portable Dehumidifier,,1.8,48,,,,,,,,,11/25/2019 12:00:00 AM,11/28/2019 12:00:00 AM,United States,ES_1055302_AMAD481BW_11262019111830_9639398,No
2371453,Almo Corporation,Amana,AMAD481BW,AMAD481BW,,,Portable Dehumidifier,,1.8,48,,,,,,,,,11/25/2020 12:00:00 AM,12/29/2020 12:00:00 AM,United States,ES_1055302_AMAD481BW_122920200009184_5562148,No
2684124,Almo Corporation,Amana,Dehumidifiers,AMND501AW,,840148728707,Portable Dehumidifier,,1.9,49.63,,,,,,,,,10/24/2023 12:00:00 AM,10/26/2023 12:00:00 AM,"United States, Canada",ES_1055302_AMND501AW_102620230620929_1163912,No
2684123,Almo Corporation,Amana,Dehumidifiers,AMND501PAW,,840148728714,Portable Dehumidifier,,1.9,49.63,,,,,,,,,10/24/2023 12:00:00 AM,10/26/2023 12:00:00 AM,"United States, Canada",ES_1055302_AMND501PAW_102620230620443_4583792,No
2349951,Almo Corporation,Keystone,Dehumidifiers,KSTAD224D,,,Portable Dehumidifier,,1.57,22.08,,,,,,,,,11/07/2019 12:00:00 AM,11/12/2019 12:00:00 AM,United States,ES_1055302_KSTAD224D_11202019081141_7501305,No
2375577,Almo Corporation,Keystone,Dehumidifiers,KSTAD224E,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,03/23/2021 12:00:00 AM,03/31/2021 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD224E_032220212157373_8713054,No
3814643,Almo Corporation,Keystone,Dehumidifiers,KSTAD224F,,840148730052,Portable Dehumidifier,,1.7,22.31,,,,,,,,,11/15/2024 12:00:00 AM,11/22/2024 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD224F_11222024074938_8499804,No
2349952,Almo Corporation,Keystone,Dehumidifiers,KSTAD354D,,,Portable Dehumidifier,,1.8,35.05,,,,,,,,,11/07/2019 12:00:00 AM,11/12/2019 12:00:00 AM,United States,ES_1055302_KSTAD354D_11202019081220_7540947,No
2375578,Almo Corporation,Keystone,Dehumidifiers,KSTAD354E,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,03/23/2021 12:00:00 AM,03/31/2021 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD354E_03222021215617_5157708,No
3814644,Almo Corporation,Keystone,Dehumidifiers,KSTAD354F,,840148732964,Portable Dehumidifier,,1.9,35.5,,,,,,,,,11/15/2024 12:00:00 AM,11/22/2024 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD354F_11222024075162_7132479,No
2375580,Almo Corporation,Keystone,Dehumidifiers,KSTAD504E,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,03/23/2021 12:00:00 AM,03/31/2021 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD504E_032220212153988_5202423,No
2508217,Almo Corporation,Keystone,Dehumidifiers,KSTAD504F,,840148724402,Portable Dehumidifier,,1.9,49.66,,,,,,,,,04/07/2023 12:00:00 AM,06/12/2023 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD504F_061220230811497_1071435,No
2375579,Almo Corporation,Keystone,Dehumidifiers,KSTAD506PE,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,03/23/2021 12:00:00 AM,03/31/2021 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD506PE_032220212154586_3590965,No
3814645,Almo Corporation,Keystone,Dehumidifiers,KSTAD506PF,,840148732742,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/15/2024 12:00:00 AM,11/22/2024 12:00:00 AM,"United States, Canada",ES_1055302_KSTAD506PF_112220240755450_2612315,No
3423323,Almo Corporation,Keystone,KYSTD50AE,KYSTD50AE,",KYSTD50PAE,",840148730496;840148730502,Portable Dehumidifier,,1.8,49.76,,,,,,,,,03/19/2024 12:00:00 AM,03/25/2024 12:00:00 AM,United States,ES_1055302_KYSTD50AE_03212024190638_9889490,No
2357507,Almo Corporation,Whirlpool,Dehumidifiers,WHAD201CW,,,Portable Dehumidifier,,1.57,23.3,,,,,,,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,"United States, Canada",ES_1055302_WHAD201CW_04022020042133_1293069,No
2472613,Almo Corporation,Whirlpool,Dehumidifiers,WHAD201DW,,840148725546,Portable Dehumidifier,,1.85,23.76,,,,,,,,,05/01/2023 12:00:00 AM,05/04/2023 12:00:00 AM,"United States, Canada",ES_1055302_WHAD201DW_05042023053979_1676616,Yes
2357508,Almo Corporation,Whirlpool,Dehumidifiers,WHAD301CW,,,Portable Dehumidifier,,1.8,32.18,,,,,,,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,"United States, Canada",ES_1055302_WHAD301CW_04022020042236_1356025,No
2472614,Almo Corporation,Whirlpool,Dehumidifiers,WHAD301DW,,840148725508,Portable Dehumidifier,,1.91,31.49,,,,,,,,,05/01/2023 12:00:00 AM,05/04/2023 12:00:00 AM,"United States, Canada",ES_1055302_WHAD301DW_050420230541562_8654948,No
2357509,Almo Corporation,Whirlpool,Dehumidifiers,WHAD401CW,,,Portable Dehumidifier,,1.8,43.07,,,,,,,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,"United States, Canada",ES_1055302_WHAD401CW_04022020042358_1438791,No
2357510,Almo Corporation,Whirlpool,Dehumidifiers,WHAD40PCW,,,Portable Dehumidifier,,1.8,43.07,,,,,,,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,"United States, Canada",ES_1055302_WHAD40PCW_04022020042455_1495083,No
2357511,Almo Corporation,Whirlpool,Dehumidifiers,WHAD501CW,,,Portable Dehumidifier,,1.8,49.75,,,,,,,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,"United States, Canada",ES_1055302_WHAD501CW_04022020042543_1543823,No
2472615,Almo Corporation,Whirlpool,Dehumidifiers,WHAD501DW,,840148725515,Portable Dehumidifier,,1.9,49.94,,,,,,,,,05/01/2023 12:00:00 AM,05/04/2023 12:00:00 AM,"United States, Canada",ES_1055302_WHAD501DW_050420230543964_3612289,No
2357512,Almo Corporation,Whirlpool,Dehumidifiers,WHAD50PCW,,,Portable Dehumidifier,,1.8,49.75,,,,,,,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,"United States, Canada",ES_1055302_WHAD50PCW_04022020042706_1626222,No
2472616,Almo Corporation,Whirlpool,Dehumidifiers,WHAD50PDW,,840148725522,Portable Dehumidifier,,1.9,49.94,,,,,,,,,05/01/2023 12:00:00 AM,05/04/2023 12:00:00 AM,"United States, Canada",ES_1055302_WHAD50PDW_050420230545233_7268106,No
2443462,AlorAir Solutions Inc.,ABESTORM,Guardian SN35P,Guardian SN35P,,751105540372,Portable Dehumidifier,,1.58,23,,,,,,,,,03/15/2023 12:00:00 AM,03/22/2023 12:00:00 AM,"United States, Canada",ES_1145148_Guardian SN35P_03202023133736_5498621,No
4005599,AlorAir Solutions Inc.,ABESTORM,Guardian SN55S,Guardian SN55S,",Guardian SNS65S,",735626812439;792671673613,Portable Dehumidifier,,2.08,36.33,,379,HFC-32,HFC-32 (GWP:675 | Lower GWP),7.8,No,,,03/03/2025 12:00:00 AM,03/20/2025 12:00:00 AM,"United States, Canada",ES_1145148_Guardian SN55S_01062025110739_3463845,No
2404201,AlorAir Solutions Inc.,ABESTORM,Guardian SN55S,Guardian SN55S,",Guardian SNS65S,",735626812439;735626813160,Portable Dehumidifier,,1.81,32.13,,,,,,,,,01/01/2023 12:00:00 AM,11/07/2022 12:00:00 AM,"United States, Canada",ES_1145148_Guardian SN55S_10312022153158_4799600,No
2389279,AlorAir Solutions Inc.,ABESTORM,Guardian SN90,Guardian SN90,",Guardian SNS90,",645321188;645321189;735626812460;735626812477,Portable Dehumidifier,,1.95,47.71,,,,,,,,,12/01/2021 12:00:00 AM,09/09/2020 12:00:00 AM,"United States, Canada",ES_1145148_Guardian SN90_12092021143336_6881677,No
3543515,AlorAir Solutions Inc.,ALORAIR,Galaxy 60,Galaxy 60,",Galaxy 60P,",702367600830;792671673705,Portable Dehumidifier,,1.91,36.09,,,,,,,,,08/15/2024 12:00:00 AM,06/14/2024 12:00:00 AM,"United States, Canada",ES_1145148_Galaxy 60_06172024135546_4152337,No
3543516,AlorAir Solutions Inc.,ALORAIR,Galaxy 85P,Galaxy 85P,,702367600847,Portable Dehumidifier,,1.8,44.51,,,,,,,,,08/15/2024 12:00:00 AM,06/14/2024 12:00:00 AM,"United States, Canada",ES_1145148_Galaxy 85P_06172024135835_8172571,No
2443460,AlorAir Solutions Inc.,ALORAIR,Sentinel HD35P,Sentinel HD35P,",Sentinel HS35,",739240464401;739240464517,Portable Dehumidifier,,1.58,23,,,,,,,,,03/15/2023 12:00:00 AM,03/22/2023 12:00:00 AM,"United States, Canada",ES_1145148_Sentinel HD35P_03202023133736_8049127,No
2404199,AlorAir Solutions Inc.,ALORAIR,Sentinel HD55S,Sentinel HD55S,",Sentinel HDI65S,",764742415552;8419221150456,Portable Dehumidifier,,1.81,32.13,,,,,,,,,01/01/2023 12:00:00 AM,11/07/2022 12:00:00 AM,"United States, Canada",ES_1145148_Sentinel HD55S_10312022153157_2171594,No
4005597,AlorAir Solutions Inc.,ALORAIR,Sentinel HD55S,Sentinel HD55S,",Sentinel HDI65S,",764742415552;8419221150456,Portable Dehumidifier,,2.08,36.33,,379,HFC-32,HFC-32 (GWP:675 | Lower GWP),7.8,No,,,03/03/2025 12:00:00 AM,03/20/2025 12:00:00 AM,"United States, Canada",ES_1145148_Sentinel HD55S_01062025110739_4779931,No
2365585,AlorAir Solutions Inc.,ALORAIR,Sentinel HDi90,Sentinel HDi90,",Sentinel HD90,",645321184;645321185,Portable Dehumidifier,,1.95,47.71,,,,,,,,,01/01/2020 12:00:00 AM,09/09/2020 12:00:00 AM,"United States, Canada",ES_1145148_Sentinel HDi90_08312020164303_8475458,No
3998546,AlorAir Solutions Inc.,ALORAIR,Sentinel Pro35X,Sentinel Pro35X,,792671673293,Portable Dehumidifier,,1.9,21.27,,242,HFC-32,HFC-32 (GWP:675 | Lower GWP),6.0,No,,,03/03/2025 12:00:00 AM,02/21/2025 12:00:00 AM,"United States, Canada",ES_1145148_Sentinel Pro35X_01062025131807_3151971,Yes
3354517,AlorAir Solutions Inc.,"ALORAIR, ARGENDON",Sentinel HD55P,Sentinel HD55P,",Sandidry 55C,",745278646726;767461503241,Portable Dehumidifier,,1.84,31.81,,,,,,,,,12/01/2023 12:00:00 AM,12/29/2023 12:00:00 AM,"United States, Canada",ES_1145148_Sentinel HD55P_12272023143744_4717981,No
3706678,AlorAir Solutions Inc.,ARGENDON,Guardian 60,Guardian 60,",Guardian 60P,",717392888443;745278646702,Portable Dehumidifier,,1.91,36.09,,,,,,,,,10/07/2024 12:00:00 AM,06/14/2024 12:00:00 AM,"United States, Canada",ES_1145148_Guardian 60_10082024164430_6115686,No
3706680,AlorAir Solutions Inc.,ARGENDON,Guardian 85P,Guardian 85P,,745278646719,Portable Dehumidifier,,1.8,44.51,,,,,,,,,12/02/2024 12:00:00 AM,06/14/2024 12:00:00 AM,"United States, Canada",ES_1145148_Guardian 85P_10082024164707_6213189,No
3998547,AlorAir Solutions Inc.,ARGENDON,Sandidry Pro35C,Sandidry Pro35C,,717392887804,Portable Dehumidifier,,1.9,21.27,,242,HFC-32,HFC-32 (GWP:675 | Lower GWP),6.0,No,,,03/03/2025 12:00:00 AM,02/21/2025 12:00:00 AM,"United States, Canada",ES_1145148_Sandidry Pro35C_01062025131807_5022242,Yes
2495041,AlorAir Solutions Inc.,ARGENDON,Shield 35P,Shield 35P,",Shield 35M,",751105540686;751105540693,Portable Dehumidifier,,1.58,23,,,,,,,,,07/01/2023 12:00:00 AM,03/22/2023 12:00:00 AM,"United States, Canada",ES_1145148_Shield 35P_05152023153702_7820245,No
3543513,AlorAir Solutions Inc.,ARGENDON,SHIELD 60,SHIELD 60,",SHIELD 60P,",717392888450;745278646689,Portable Dehumidifier,,1.8,36.29,,,,,,,,,07/15/2024 12:00:00 AM,06/14/2024 12:00:00 AM,"United States, Canada",ES_1145148_SHIELD 60_05242024151659_1002466,No
3543514,AlorAir Solutions Inc.,ARGENDON,SHIELD 85P,SHIELD 85P,,745278646696,Portable Dehumidifier,,1.8,45.42,,,,,,,,,07/15/2024 12:00:00 AM,06/17/2024 12:00:00 AM,"United States, Canada",ES_1145148_SHIELD 85P_05242024163923_7116815,No
2443484,AlorAir Solutions Inc.,BASEAIRE,AirWerx35P,AirWerx35P,,751105542543,Portable Dehumidifier,,1.58,23,,,,,,,,,03/15/2023 12:00:00 AM,03/22/2023 12:00:00 AM,"United States, Canada",ES_1145148_AirWerx35P_03202023133736_1124520,No
4005598,AlorAir Solutions Inc.,BASEAIRE,AirWerx 55S,AirWerx 55S,",Airwerx 65XS,",792671673637;792671673644,Portable Dehumidifier,,2.08,36.33,,379,HFC-32,HFC-32 (GWP:675 | Lower GWP),7.8,No,,,04/01/2025 12:00:00 AM,03/20/2025 12:00:00 AM,"United States, Canada",ES_1145148_AirWerx 55S_01062025110739_1309320,No
2404200,AlorAir Solutions Inc.,BASEAIRE DAY YOUR CRAWL SPACE & BASEMENT,AirWerx 55S,AirWerx 55S,",Airwerx 65XS,",705419654447;788418339348,Portable Dehumidifier,,1.81,32.13,,,,,,,,,01/01/2023 12:00:00 AM,11/07/2022 12:00:00 AM,"United States, Canada",ES_1145148_AirWerx55S_10312022153158_4485285,No
2365586,AlorAir Solutions Inc.,BASEAIRE DAY YOUR CRAWL SPACE & BASEMENT,AirWerx 90,AirWerx 90,",AirWerx 90X,",645321186;645321187;705419654423;764742053532,Portable Dehumidifier,,1.95,47.71,,,,,,,,,01/01/2020 12:00:00 AM,09/09/2020 12:00:00 AM,"United States, Canada",ES_1145148_AirWerx 90_08312020164303_7689936,No
2404202,AlorAir Solutions Inc.,SeairaGlobal,WATCHDOG 550S,WATCHDOG 550S,,850020691005,Portable Dehumidifier,,1.81,32.13,,,,,,,,,01/01/2023 12:00:00 AM,11/07/2022 12:00:00 AM,"United States, Canada",ES_1145148_WATCHDOG 550S_10312022153158_2699967,No
3417545,AlorAir Solutions Inc.,XDRIER,MAX138P,MAX138P,,745278646856,Portable Dehumidifier,,1.87,30.18,,,,,,,,,05/01/2024 12:00:00 AM,02/26/2024 12:00:00 AM,"United States, Canada",ES_1145148_MAX138P_02182024134701_1452142,No
3417523,AlorAir Solutions Inc.,XDRIER,MAX260P,MAX260P,,745278646900,Portable Dehumidifier,,1.98,45.57,,,,,,,,,05/01/2024 12:00:00 AM,02/23/2024 12:00:00 AM,"United States, Canada",ES_1145148_MAX260P_02182024135024_8182947,No
2378428,Amazon.com Services LLC,Amazon Basics,Dehumidifiers,B07XHQQ95Y,,810004816749,Portable Dehumidifier,,1.9,49.66,,,,,,,,,02/27/2024 12:00:00 AM,03/01/2024 12:00:00 AM,"United States, Canada",ES_1141458_B07XHQQ95Y_040820210134541_9978926,No
2378427,Amazon.com Services LLC,Amazon Basics,Dehumidifiers,B07XKGLMR8,,810004816732,Portable Dehumidifier,,1.9,35.5,,,,,,,,,02/27/2024 12:00:00 AM,03/01/2024 12:00:00 AM,"United States, Canada",ES_1141458_B07XKGLMR8_040820210136463_4188479,No
2378426,Amazon.com Services LLC,Amazon Basics,Dehumidifiers,B07XKGM4D4,,810004816725,Portable Dehumidifier,,1.7,22.31,,,,,,,,,02/27/2024 12:00:00 AM,03/01/2024 12:00:00 AM,"United States, Canada",ES_1141458_B07XKGM4D4_040820210137182_8850220,No
2378429,Amazon.com Services LLC,Amazon Basics,Dehumidifiers,B07XMRCXJ7,,810004816756,Portable Dehumidifier,,1.9,49.66,,,,,,,,,02/27/2024 12:00:00 AM,03/01/2024 12:00:00 AM,"United States, Canada",ES_1141458_B07XMRCXJ7_040820210134654_3177984,No
