ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Dehumidifier Type,Alternate Configuration Type,Dehumidifier Efficiency (Integrated Energy Factor - L/kWh),Dehumidifier Water Removal Capacity (pints/day),Whole-home Dehumidifier Case Volume (cu. ft.),Annual Energy Consumption (kWh/year),Refrigerant Type,Refrigerant with GWP,Refrigerant Charge (ounces),Connected Capable,Connects Using,Connected Features,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
4015854,"Zhuhai Invitop Technology Co.,Ltd.",Deciuu,LIBRA-RCS32(Y)-N4-3,LIBRA-RCS32(Y)-N4-3,"DER32S01-50,DER32S01-50,; DER32S02-50,DER32S02-50,; LIBRA-RCS32(Y)-N4-3,LIBRA-RCS32(Y)-N4-3,",,Portable Dehumidifier,,2.13,32,,334,HFC-32,HFC-32 (GWP:675 | Lower GWP),5.0,No,,,03/04/2025 12:00:00 AM,03/04/2025 12:00:00 AM,"United States, Canada",ES_1151392_LIBRA-RCS32(Y)-N4-3_03202025110000_0000001,No
3994319,"Zhuhai Invitop Technology Co.,Ltd.",Deciuu,LIBRA-RCS32(Y)-N4-3(B),LIBRA-RCS32(Y)-N4-3(B),"DEPR32S10-50,DEPR32S10-50,; DEPR32S20-50,DEPR32S20-50,; LIBRA-RCS32(Y)-N4-3(B),LIBRA-RCS32(Y)-N4-3(B),",,Portable Dehumidifier,,2.07,32,,333,HFC-32,HFC-32 (GWP:675 | Lower GWP),5.0,No,,,01/15/2025 12:00:00 AM,01/15/2025 12:00:00 AM,"United States, Canada",ES_1151392_LIBRA-RCS32(Y)-N4-3(B)_01202025180000_0000001,No
3994317,"Zhuhai Invitop Technology Co.,Ltd.",Vellgoo,TAURUS-RCS25(Y)-N4-3-25,TAURUS-RCS25(Y)-N4-3-25,"DryTank 3000,DryTank 3000,; TAURUS-RCS25(Y)-N4-3-25,TAURUS-RCS25(Y)-N4-3-25,; VGE013A1BS,VGE013A1BS,; VGE023A2BS,VGE023A2BS,; VGE033A3BS,VGE033A3BS,",,Portable Dehumidifier,,1.87,24.5,,286,HFC-32,HFC-32 (GWP:675 | Lower GWP),4.8,No,,,01/15/2025 12:00:00 AM,01/15/2025 12:00:00 AM,"United States, Canada",ES_1151392_TAURUS-RCS25(Y)-N4-3-25_01202025160000_0000001,Yes
2648749,ZUKUNFT LLC,ZUKUNFT,OL24D-D022A,OL24D-D022A,,705735460661,Portable Dehumidifier,,1.58,15.79,,,,,,,,,07/05/2023 12:00:00 AM,08/28/2023 12:00:00 AM,"United States, Canada",ES_1149430_OL24D-D022A_08222023130806_1699487,No
2732784,The Home Depot,Vissani,Dehumidifiers,VAD35S1AWT,,840296509173,Portable Dehumidifier,,1.8,35.37,,,,,,,,,10/30/2023 12:00:00 AM,11/16/2023 12:00:00 AM,United States,ES_31912_VAD35S1AWT_111620230258122_5819028,No
3624256,The Home Depot,Vissani,Dehumidifiers,VAD35S1AWTS,,840296512012,Portable Dehumidifier,,1.8,35.27,,,,,,,,,09/24/2024 12:00:00 AM,09/25/2024 12:00:00 AM,United States,ES_31912_VAD35S1AWTS_082220240517518_5503688,No
2732786,The Home Depot,Vissani,Dehumidifiers,VAD50PS1AWT,,840296509197,Portable Dehumidifier,,1.8,49.95,,,,,,,,,10/30/2023 12:00:00 AM,11/16/2023 12:00:00 AM,United States,ES_31912_VAD50PS1AWT_111620230259712_9339292,No
3624257,The Home Depot,Vissani,Dehumidifiers,VAD50PS1AWTS,,840296512036,Portable Dehumidifier,,1.8,49.71,,,,,,,,,09/24/2024 12:00:00 AM,09/25/2024 12:00:00 AM,United States,ES_31912_VAD50PS1AWTS_082220240518622_7524100,No
2732785,The Home Depot,Vissani,Dehumidifiers,VAD50S1AWT,,840296509180,Portable Dehumidifier,,1.8,49.95,,,,,,,,,10/30/2023 12:00:00 AM,11/16/2023 12:00:00 AM,United States,ES_31912_VAD50S1AWT_111620230301916_5311556,No
3624258,The Home Depot,Vissani,Dehumidifiers,VAD50S1AWTS,,840296512029,Portable Dehumidifier,,1.8,49.71,,,,,,,,,09/24/2024 12:00:00 AM,09/25/2024 12:00:00 AM,United States,ES_31912_VAD50S1AWTS_082220240517357_2650223,No
2697681,The Home Depot,Vissani,Dehumidifiers,VADA22A4HWT,,687636008176,Portable Dehumidifier,,1.7,22.27,,,,,,,,,10/20/2023 12:00:00 AM,10/31/2023 12:00:00 AM,"United States, Canada",ES_31912_VADA22A4HWT_103120230742339_3178699,No
2697680,The Home Depot,Vissani,Dehumidifiers,VADA50A4HWT,,687636008183,Portable Dehumidifier,,1.8,49.71,,,,,,,,,09/29/2024 12:00:00 AM,10/15/2024 12:00:00 AM,"United States, Canada",ES_31912_VADA50A4HWT_103120230744836_2686564,No
2697679,The Home Depot,Vissani,Dehumidifiers,VADA50P4HWT,,687636008190,Portable Dehumidifier,,1.8,49.71,,,,,,,,,09/29/2024 12:00:00 AM,10/15/2024 12:00:00 AM,"United States, Canada",ES_31912_VADA50P4HWT_103120230745115_1852273,No
2348765,The Home Depot Pro,Garrison,Dehumidifiers,311410581,,,Portable Dehumidifier,,1.8,50,,,,,,,,,10/17/2019 12:00:00 AM,10/18/2019 12:00:00 AM,United States,ES_1095007_311410581_10212019020346_3426582,No
2348764,The Home Depot Pro,Garrison,Dehumidifiers,311410582,,,Portable Dehumidifier,,1.8,30.37,,,,,,,,,10/17/2019 12:00:00 AM,10/18/2019 12:00:00 AM,United States,ES_1095007_311410582_10212019020402_3442424,No
2366176,The Home Depot Pro,Garrison,Dehumidifiers,314790692,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,09/21/2020 12:00:00 AM,09/24/2020 12:00:00 AM,"United States, Canada",ES_1095007_314790692_09242020082245_5765025,No
2366174,The Home Depot Pro,Garrison,Dehumidifiers,314790693,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,09/21/2020 12:00:00 AM,09/24/2020 12:00:00 AM,"United States, Canada",ES_1095007_314790693_09242020082133_5693378,No
2366175,The Home Depot Pro,Garrison,Dehumidifiers,314790698,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,09/21/2020 12:00:00 AM,09/24/2020 12:00:00 AM,"United States, Canada",ES_1095007_314790698_09242020082213_5733577,No
3892611,Therma-Stor Products,Broan,B33DHW,4044650,,810017961719,Portable Dehumidifier,,1.75,22.3,,,,,,,,,12/20/2024 12:00:00 AM,01/08/2025 12:00:00 AM,United States,ES_15849_4044650_12202024111027_2155115,No
3477716,Therma-Stor Products,Santa Fe,Compact70,4033600,,,Portable Dehumidifier,,2.01,38.7,,,,,,,,,02/01/2024 12:00:00 AM,05/08/2024 12:00:00 AM,United States,ES_15849_Compact70_050820241936207_1469645,No
2856558,Therma-Stor Products,Santa Fe,Ultra98,4034240,,,Whole-home Dehumidifier,,2.21,67.51,4.2,,,,,,,,04/01/2015 12:00:00 AM,12/15/2023 12:00:00 AM,United States,Ultra98,No
2394520,Therma-Stor Products,Santa Fe,MD33,4035900,,,Portable Dehumidifier,,1.59,21.5,,,,,,,,,06/19/2017 12:00:00 AM,04/08/2022 12:00:00 AM,United States,ES_15849_MD33_04082022093434_5714837,No
3998807,Therma-Stor Products,Santa Fe,Compact 70,4044110,,810017961627,Portable Dehumidifier,,1.96,43.75,,,,,,,,,12/15/2024 12:00:00 AM,02/28/2025 12:00:00 AM,United States,ES_15849_4044110_02282025090134_1760980,No
3892610,Therma-Stor Products,Santa Fe,UltraMD33,4044610,,810017961702,Portable Dehumidifier,,1.75,22.3,,,,,,,,,12/20/2024 12:00:00 AM,01/08/2025 12:00:00 AM,United States,ES_15849_4044610_12202024111027_6382715,No
4006002,Therma-Stor Products,Santa Fe,Ultra V205,4046180,,810017961788,Whole-home Dehumidifier,,3.12,172.13,6.4,1188,R-454B,R-454B (GWP:470 | Lower GWP),48.0,No,,,05/01/2025 12:00:00 AM,03/28/2025 12:00:00 AM,United States,ES_15849_4046180_031820251303269_2327659,Yes
4429193,Therma-Stor Products,Santa Fe,Ultra V155,4047300,,810017961795,Whole-home Dehumidifier,,3.26,127.51,5.6,842,R-454B,R-454B (GWP:470 | Lower GWP),48.0,No,,,06/01/2025 12:00:00 AM,05/28/2025 12:00:00 AM,United States,ES_15849_4047300_051320251415296_2425126,Yes
2379601,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BD22MWSA,,810064691447,Portable Dehumidifier,,1.7,22.04,,,,,,,,,06/09/2021 12:00:00 AM,06/09/2021 12:00:00 AM,"United States, Canada",ES_1126481_BD22MWSA_060920210335400_1157173,No
2507843,"W Appliance Company, LLC",BLACK+DECKER,BD25JWA,BD25JWA,,810064694554,Portable Dehumidifier,,1.7,24.93,,,,,,,,,05/04/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1126481_BD25JWA_05052023103803_2994806,No
2379602,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BD30MWSA,,810064691454,Portable Dehumidifier,,1.9,30.04,,,,,,,,,06/09/2021 12:00:00 AM,06/09/2021 12:00:00 AM,"United States, Canada",ES_1126481_BD30MWSA_060920210334574_5918109,No
2495043,"W Appliance Company, LLC",BLACK+DECKER,BD35JWA,BD35JWA,,810064694561,Portable Dehumidifier,,1.91,35.57,,,,,,,,,05/04/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1126481_BD35JWA_05122023154427_8011285,No
2379603,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BD50MWSA,,810064691461,Portable Dehumidifier,,1.9,49.93,,,,,,,,,06/09/2021 12:00:00 AM,06/09/2021 12:00:00 AM,"United States, Canada",ES_1126481_BD50MWSA_060920210331182_9432534,No
2507976,"W Appliance Company, LLC",BLACK+DECKER,BD50PJWA,BD50PJWA,",BD50JWA,",810064694578;810064694585,Portable Dehumidifier,,1.9,49.72,,,,,,,,,05/04/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1126481_BD50PJWA_05122023160500_8841363,No
2379604,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BD50PMWSA,,810064691478,Portable Dehumidifier,,1.9,49.93,,,,,,,,,06/09/2021 12:00:00 AM,06/09/2021 12:00:00 AM,"United States, Canada",ES_1126481_BD50PMWSA_060920210331948_1214937,No
4046701,"W Appliance Company, LLC",BLACK+DECKER,BDT08TW,BDT08TW,,810064699542,Portable Dehumidifier,,1.73,9.2,,117,,,1.4,No,,,05/08/2025 12:00:00 AM,05/16/2025 12:00:00 AM,"United States, Canada",ES_1126481_BDT08TW_05142025154051_7449609,No
2341692,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifier,BDT20WTB,,,Portable Dehumidifier,,1.57,23.27,,,,,,,,,07/30/2019 12:00:00 AM,07/29/2019 12:00:00 AM,United States,ES_1126481_BDT20WTB_07292019023019_7419386,No
3543360,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BDT30WTB,,819813017668,Portable Dehumidifier,,1.91,32.76,,,,,,,,,06/05/2024 12:00:00 AM,06/07/2024 12:00:00 AM,United States,ES_1126481_BDT30WTB_06072024075491_5289752,No
3543361,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BDT50PWTB,,819813017699,Portable Dehumidifier,,1.9,49.63,,,,,,,,,11/27/2024 12:00:00 AM,12/02/2024 12:00:00 AM,United States,ES_1126481_BDT50PWTB_060720240755328_7057962,No
2400646,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BDT50PWTBWF,,810064694417,Portable Dehumidifier,,1.9,49.63,,,,,,,,,11/27/2024 12:00:00 AM,12/02/2024 12:00:00 AM,United States,ES_1126481_BDT50PWTBWF_082520220330158_6356076,No
3543362,"W Appliance Company, LLC",BLACK+DECKER,Dehumidifiers,BDT50WTB,,819813017682,Portable Dehumidifier,,1.9,49.63,,,,,,,,,11/27/2024 12:00:00 AM,12/02/2024 12:00:00 AM,United States,ES_1126481_BDT50WTB_06072024075567_3724232,No
3478003,"W Appliance Company, LLC",COBY,CBD25JW,CBD25JW,,810064694592,Portable Dehumidifier,,1.7,24.93,,,,,,,,,05/07/2024 12:00:00 AM,05/13/2024 12:00:00 AM,United States,ES_1126481_CBD25JW_05092024100045_1277887,No
3478005,"W Appliance Company, LLC",COBY,CBD35JW,CBD35JW,,810064694608,Portable Dehumidifier,,1.91,35.57,,,,,,,,,05/07/2024 12:00:00 AM,05/13/2024 12:00:00 AM,United States,ES_1126481_CBD35JW_05092024100541_9024469,No
2507978,"W Appliance Company, LLC",COBY,CBD50PJW,CBD50PJW,",CBD50JW,",810064694615;810064694622,Portable Dehumidifier,,1.9,49.72,,,,,,,,,05/04/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1126481_CBD50PJW_05122023160500_4350839,No
2495044,"W Appliance Company, LLC",COBY,CCD35JW,CCD35JW,,810064694509,Portable Dehumidifier,,1.91,35.57,,,,,,,,,05/04/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1126481_CCD35JW_05122023154427_7982752,No
3478002,"W Appliance Company, LLC",Commercial Cool,CCD25JW,CCD25JW,,810064694493,Portable Dehumidifier,,1.7,24.93,,,,,,,,,05/07/2024 12:00:00 AM,05/13/2024 12:00:00 AM,United States,ES_1126481_CCD25JW_05092024100045_2092706,No
3478004,"W Appliance Company, LLC",Commercial Cool,CCD35JW,CCD35JW,,810064694509,Portable Dehumidifier,,1.91,35.57,,,,,,,,,05/07/2024 12:00:00 AM,05/13/2024 12:00:00 AM,United States,ES_1126481_CCD35JW_05092024100541_3118249,No
2507977,"W Appliance Company, LLC",Commercial Cool,CCD50PJW,CCD50PJW,",CCD50JW,",810064694516;810064694523,Portable Dehumidifier,,1.9,49.72,,,,,,,,,05/04/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1126481_CCD50PJW_05122023160500_1870081,No
3360681,Waykar,Fehom,JD025L-120,JD025L-120,,684646620374;684646620381,Portable Dehumidifier,,1.91,35.57,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_JD025L-120_01092024101551_6830064,No
3360676,Waykar,Fehom,JD025L-80,JD025L-80,,684646620350;684646620367,Portable Dehumidifier,,1.7,24.93,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_JD025L-80_01092024101004_7978745,No
3360686,Waykar,Fehom,JD026L-150,JD026L-150,",JD026L-150PM,",684646620398;684646620404;684646620411;684646620428,Portable Dehumidifier,,1.9,49.72,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_JD026L-150_01092024101934_1309739,No
3999603,Waykar,Folanzy,WTE120P-035T,WTE120P-035T,,742970910544,Portable Dehumidifier,,1.91,35.57,,,,,,,,,01/02/2025 12:00:00 AM,01/09/2024 12:00:00 AM,"United States, Canada",ES_1148178_WTE120P-035T_01022025170745_6424067,No
3999601,Waykar,Folanzy,WTE80P-025T,WTE80P-025T,,742970910537,Portable Dehumidifier,,1.7,24.93,,,,,,,,,01/02/2025 12:00:00 AM,01/09/2024 12:00:00 AM,"United States, Canada",ES_1148178_WTE80P-025T_01022025165817_967828,No
4429398,Waykar,KESNOS,CTH30B,CTH30B,,721820972420,Portable Dehumidifier,,1.7,9.2,,117,,,1.4,No,,,05/15/2025 12:00:00 AM,06/04/2025 12:00:00 AM,United States,ES_1148178_CTH30B_05292025164002_428736,No
4429399,Waykar,KESNOS,CTH30E,CTH30E,",CTH30B-B,",,Portable Dehumidifier,,1.7,9.2,,117,,,1.4,No,,,05/15/2025 12:00:00 AM,06/04/2025 12:00:00 AM,United States,ES_1148178_CTH30E_05292025164002_5239053,No
3360679,Waykar,KESNOS,JD025N-120,JD025N-120,,684646620237;684646620244,Portable Dehumidifier,,1.91,35.57,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_JD025N-120_01092024101550_2416956,No
3360674,Waykar,KESNOS,JD025N-80,JD025N-80,,684646620213;684646620220,Portable Dehumidifier,,1.7,24.93,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_JD025N-80_01092024101004_5343286,No
3360684,Waykar,KESNOS,JD026N-150,JD026N-150,,684646620251;684646620268,Portable Dehumidifier,,1.9,49.72,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_JD026N-150_01092024101934_706903,No
3624205,Waykar,KESNOS,PD08A-18,PD08A-18,,711500195973;711500195980;724268218952,Portable Dehumidifier,,1.8,15.89,,,,,,,,,07/10/2024 12:00:00 AM,08/16/2024 12:00:00 AM,"United States, Canada",ES_1148178_PD08A-18_08192024131241_6704558,No
3629489,Waykar,KESNOS,PD10A,PD10A,,792119675162,Portable Dehumidifier,,1.92,35,,,,,,,,,09/18/2024 12:00:00 AM,09/18/2024 12:00:00 AM,"United States, Canada",ES_1148178_PD10A_09192024124841_2004666,No
3629490,Waykar,KESNOS,"
PD10A-80","
PD10A-80",,711500196420;711500196437;711500196444;711500196451,Portable Dehumidifier,,1.89,23,,,,,,,,,09/18/2024 12:00:00 AM,09/18/2024 12:00:00 AM,"United States, Canada",ES_1148178_PD10A-80_09192024125942_2149627,Yes
3360682,Waykar,SAHAUHY,WTE120A-025T,WTE120A-025T,,742970910056,Portable Dehumidifier,,1.91,35.57,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_WTE120A-025T_01092024101551_9796237,No
3999602,Waykar,SAHAUHY,WTE120A-035T,WTE120A-035T,,742970910056,Portable Dehumidifier,,1.91,35.57,,,,,,,,,01/02/2025 12:00:00 AM,01/09/2024 12:00:00 AM,"United States, Canada",ES_1148178_WTE120A-035T_01022025170745_6749536,No
3360677,Waykar,SAHAUHY,WTE80A-025T,WTE80A-025T,,742970910049,Portable Dehumidifier,,1.7,24.93,,,,,,,,,01/05/2024 12:00:00 AM,01/10/2024 12:00:00 AM,"United States, Canada",ES_1148178_WTE80A-025T_01092024101004_3274478,No
3387992,Waykar,UHOME;Shinco,UDZ1-120P,UDZ1-120P,",SDZ1-120P,",762716073661;762716073678,Portable Dehumidifier,,1.8,35,,,,,,,,,01/25/2024 12:00:00 AM,01/31/2024 12:00:00 AM,United States,ES_1148178_UDZ1-120P_01252024092244_6937982,No
3624207,Waykar,Waykar,CPG130A,CPG130A,,711500195898;711500195904;711500195911;711500196468,Portable Dehumidifier,,2.01,49.5,,,,,,,,,08/05/2024 12:00:00 AM,08/19/2024 12:00:00 AM,"United States, Canada",ES_1148178_CPG130A_08192024132035_5305906,No
3555283,Waykar,Waykar,Dehumidifiers,CTH120A,,711500195805;711500195812;711500195829;711500195836,Portable Dehumidifier,,2.01,32.46,,,,,,,,,07/17/2024 12:00:00 AM,07/25/2024 12:00:00 AM,"United States, Canada",ES_1148178_CTH120A_072520240327266_4343899,No
4005791,Waykar,Waykar,Dehumidifiers,CTH120B,,721820972505;721820972512;721820972529;721820972635;762221994376;762221994383;762221994420,Portable Dehumidifier,,2.01,32.46,,343,R32,,3.9,No,,,03/21/2025 12:00:00 AM,03/26/2025 12:00:00 AM,"United States, Canada",ES_1148178_CTH120B_032620250510881_1099623,No
3555285,Waykar,Waykar,Dehumidifiers,CTH150A,,711500195843;711500195850;711500195867;711500195874,Portable Dehumidifier,,2.01,49.66,,,,,,,,,07/17/2024 12:00:00 AM,07/25/2024 12:00:00 AM,"United States, Canada",ES_1148178_CTH150A_072520240327662_6038791,No
4005790,Waykar,Waykar,Dehumidifiers,CTH150B,,721820972659;721820972666;721820972673;721820972680;762221994383;762221994390;762221994437,Portable Dehumidifier,,2.01,49.66,,516,R32,,5.5,No,,,03/21/2025 12:00:00 AM,03/26/2025 12:00:00 AM,"United States, Canada",ES_1148178_CTH150B_032620250510481_9616850,No
3555284,Waykar,Waykar,Dehumidifiers,CTH150PA,,666186872192;666186872208;666186872215;666186872222,Portable Dehumidifier,,2.01,49.66,,,,,,,,,07/17/2024 12:00:00 AM,07/25/2024 12:00:00 AM,"United States, Canada",ES_1148178_CTH150PA_072520240326408_6633678,No
4005789,Waykar,Waykar,Dehumidifiers,CTH150PB,,721820972697;721820972703;721820972710;721820972727;762221994406;762221994444,Portable Dehumidifier,,2.01,49.66,,516,R32,,5.5,No,,,03/21/2025 12:00:00 AM,03/26/2025 12:00:00 AM,"United States, Canada",ES_1148178_CTH150PB_032620250511738_7970934,No
4429397,Waykar,Waykar,CTH30A,CTH30A,",CTH30C,",721820972734;721820973168,Portable Dehumidifier,,1.7,9.2,,117,,,1.4,No,,,05/15/2025 12:00:00 AM,06/04/2025 12:00:00 AM,United States,ES_1148178_CTH30A_05292025164001_3129693,No
2608201,"KMS, LLC",Cool-living,CL-D026BA-50PT,CL-D026BA-50PT,,079902167418,Portable Dehumidifier,,1.9,49.72,,,,,,,,,07/06/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1131297_CL-D026BA-50PT_07212023093910_7779962,No
2377007,Lennox Industries,Healthy Climate,HCWHD4-080,HCWHD#-080,,,Whole-home Dehumidifier,,2.35,65,3.3,,,,,,,,04/15/2021 12:00:00 AM,05/04/2021 12:00:00 AM,United States,ES_1082495_HCWHD4-080_040820211502998_4223016,Yes
2377008,Lennox Industries,Healthy Climate,HCWHD4-100,HCWHD#-100,,,Whole-home Dehumidifier,,2.35,85,3.3,,,,,,,,04/15/2021 12:00:00 AM,05/04/2021 12:00:00 AM,United States,ES_1082495_HCWHD4-100_040820211437418_4049174,Yes
2377009,Lennox Industries,Healthy Climate,HCWHD4-130,HCWHD#-130,,,Whole-home Dehumidifier,,2.35,105,6.6,,,,,,,,04/15/2021 12:00:00 AM,05/04/2021 12:00:00 AM,United States,ES_1082495_HCWHD4-130_040820211406632_4030997,Yes
2336703,"LG Electronics, Inc.",LG,UD501KOG5,UD501KOG5,,48231601009,Portable Dehumidifier,,1.8,50,,,,,,,,,06/28/2019 12:00:00 AM,06/28/2019 12:00:00 AM,Canada,ES_1118034_UD501KOG5_04152019113616_70219428,No
2348854,"Meijer Distribution, Inc.",Polar Wind,Dehumidifiers,MDUDP-22AEN1-BA6,,,Portable Dehumidifier,,1.57,22.06,,,,,,,,,10/14/2019 12:00:00 AM,10/23/2019 12:00:00 AM,United States,ES_21964_MDUDP-22AEN1-BA6_10232019051044_7444283,No
2370923,"Meijer Distribution, Inc.",Polar Wind,Dehumidifiers,MDUDP-22AEN1-BA7,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,12/08/2020 12:00:00 AM,12/16/2020 12:00:00 AM,"United States, Canada",ES_21964_MDUDP-22AEN1-BA7_120720202029765_1353338,No
2350499,"Meijer Distribution, Inc.",Polar Wind,Dehumidifiers,MDUDP-30AEN1-BA8,,,Portable Dehumidifier,,1.8,30.1,,,,,,,,,11/26/2019 12:00:00 AM,11/28/2019 12:00:00 AM,"United States, Canada",ES_21964_MDUDP-30AEN1-BA8_11282019033751_2271624,No
2348855,"Meijer Distribution, Inc.",Polar Wind,Dehumidifiers,MDUDP-50AEN1-BA8,,,Portable Dehumidifier,,1.8,50,,,,,,,,,10/14/2019 12:00:00 AM,10/23/2019 12:00:00 AM,United States,ES_21964_MDUDP-50AEN1-BA8_10232019051548_7748620,No
2370924,"Meijer Distribution, Inc.",Polar Wind,Dehumidifiers,MDUDP-50AEN1-BA9,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,12/08/2020 12:00:00 AM,12/16/2020 12:00:00 AM,"United States, Canada",ES_21964_MDUDP-50AEN1-BA9_121620200200967_6506337,No
2397146,Midea America(Canada)Corp.,Midea,Dehumidifiers,MAD22C3WMT,,687636005991,Portable Dehumidifier,,1.7,22.31,,,,,,,,,02/20/2023 12:00:00 AM,02/21/2023 12:00:00 AM,Canada,ES_1129046_MAD22C3WMT_060220220702920_7831406,No
3629671,Midea America(Canada)Corp.,Midea,Dehumidifiers,MDA22C4WWCM,,687636010605,Portable Dehumidifier,,1.57,22.27,,,,,,,,,09/26/2024 12:00:00 AM,09/26/2024 12:00:00 AM,"United States, Canada",ES_1129046_MDA22C4WWCM_092620241029278_4199933,No
2339413,Midea America Corp.,Arctic King,Dehumidifiers,WDK20AE1N,,,Portable Dehumidifier,,1.57,20.11,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1030337_WDK20AE1N_06062019060558_1158806,No
2339415,Midea America Corp.,Arctic King,Dehumidifiers,WDK35AE1N,,,Portable Dehumidifier,,1.8,35.05,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1030337_WDK35AE1N_06062019060551_1151369,No
2339416,Midea America Corp.,Arctic King,Dehumidifiers,WDP50AE1N,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1030337_WDP50AE1N_06062019060542_1142256,No
2347181,Midea America Corp.,Comfee,Dehumidifiers,MU22DK,,,Portable Dehumidifier,,1.57,22.08,,,,,,,,,09/25/2019 12:00:00 AM,09/26/2019 12:00:00 AM,"United States, Canada",ES_1030337_MU22DK_09262019072816_2896428,No
2347180,Midea America Corp.,Comfee,Dehumidifiers,MU35DK,,,Portable Dehumidifier,,1.8,35.05,,,,,,,,,09/25/2019 12:00:00 AM,09/26/2019 12:00:00 AM,"United States, Canada",ES_1030337_MU35DK_09262019072358_2638588,No
2347179,Midea America Corp.,Comfee,Dehumidifiers,MU50DK,,,Portable Dehumidifier,,1.8,50,,,,,,,,,09/25/2019 12:00:00 AM,09/26/2019 12:00:00 AM,"United States, Canada",ES_1030337_MU50DK_09262019071950_2390166,No
2339420,Midea America Corp.,Midea,Dehumidifiers,MAD20C1ZWS,,,Portable Dehumidifier,,1.57,20.05,,,,,,,,,05/07/2020 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1030337_MAD20C1ZWS_06062019072853_6133319,No
2339419,Midea America Corp.,Midea,Dehumidifiers,MAD35C1ZWS,,,Portable Dehumidifier,,1.8,35.37,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1030337_MAD35C1ZWS_06062019072844_6124647,No
2370986,Midea America Corp.,Midea,Dehumidifiers,MAD50C1BWT,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,12/16/2020 12:00:00 AM,12/18/2020 12:00:00 AM,"United States, Canada",ES_1138537_MAD50C1BWT_121720202100269_7965501,No
2339418,Midea America Corp.,Midea,Dehumidifiers,MAD50C1ZWS,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1030337_MAD50C1ZWS_06062019072831_6111995,No
2370987,Midea America Corp.,Midea,Dehumidifiers,MAD50P1BWT,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,12/16/2020 12:00:00 AM,12/18/2020 12:00:00 AM,"United States, Canada",ES_1138537_MAD50P1BWT_121720202100865_3034494,No
2339417,Midea America Corp.,Midea,Dehumidifier,MAD50P1ZWS,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1030337_MAD50P1ZWS_06062019070052_4452988,No
4000204,"NewAir, LLC",Newair,Dehumidifiers,NDH035WH00,,810028287082,Portable Dehumidifier,,2.01,32.46,,343,R32,,3.9,No,,,03/14/2025 12:00:00 AM,03/17/2025 12:00:00 AM,"United States, Canada",ES_1142686_NDH035WH00_031720250254409_4988199,No
